0|iata_code|1|name_eng|2|country_eng
TUY|TUY|Tulum|Tulum|Mexico|Mexico
TUZ|TUZ|Tucuma|Tucuma|Brazil|Brazil
TVA|TVA|Morafenobe|Morafenobe|Madagascar|Madagascar
TVC|TVC|Cherry Capital Airport|Cherry Capital Airport|United States|United States
TVF|TVF|Regional|Regional|United States|United States
TVI|TVI|Municipal|Municipal|United States|United States
TVL|TVL|South Lake Tahoe|South Lake Tahoe|United States|United States
TVU|TVU|Matei|Matei|Fiji|Fiji
TVY|TVY|Dawe|Dawe|Myanmar|Myanmar
TWA|TWA|Twin Hills|Twin Hills|United States|United States
TWB|TWB|Toowoomba|Toowoomba|Australia|Australia
TWD|TWD|Port Townsend|Port Townsend|United States|United States
TWE|TWE|Taylor|Taylor|United States|United States
TWF|TWF|Joslin Field - Magic Valley Regional|Joslin Field - Magic Valley Regional|United States|United States
TWH|TWH|Two Harbors|Two Harbors|United States|United States
TWN|TWN|Tewantin|Tewantin|Australia|Australia
TWP|TWP|Torwood|Torwood|Australia|Australia
TWT|TWT|Tawitawi|Tawitawi|Philippines|Philippines
TWU|TWU|Tawau|Tawau|Malaysia|Malaysia
TWY|TWY|Tawa|Tawa|Poland|Poland
TWZ|TWZ|Pukaki/Twizel|Pukaki/Twizel|New Zealand|New Zealand
TXF|TXF|Teixeira de Freitas|Teixeira de Freitas|Brazil|Brazil
TXG|TXG|Taichung|Taichung|Taiwan|Taiwan
TXK|TXK|Municipal|Municipal|United States|United States
TXL|TXL|Berlin-tegel / Otto Lilienthal|Berlin-tegel / Otto Lilienthal|Germany|Germany
TXM|TXM|Teminabuan|Teminabuan|Indonesia|Indonesia
TXN|TXN|Tunxi|Tunxi|China|China
TXR|TXR|Tanbar|Tanbar|Australia|Australia
TXU|TXU|Tabou|Tabou|Cote D&#039;Ivoire|Cote D&#039;Ivoire
TYA|TYA|Tula|Tula|Russian Federation|Russian Federation
TYB|TYB|Tibooburra|Tibooburra|Australia|Australia
TYD|TYD|Tynda|Tynda|Russian Federation|Russian Federation
TYE|TYE|Tyonek|Tyonek|United States|United States
TYF|TYF|Torsby Airport|Torsby Airport|Sweden|Sweden
TYG|TYG|Thylungra|Thylungra|Australia|Australia
TYL|TYL|Talara|Talara|Peru|Peru
TYM|TYM|Staniel Cay|Staniel Cay|Bahamas|Bahamas
TYN|TYN|Taiyuan|Taiyuan|China|China
TYP|TYP|Tobermorey|Tobermorey|Australia|Australia
TYR|TYR|Tyler Pounds Regional Airport|Tyler Pounds Regional Airport|United States|United States
TYS|TYS|Mc Ghee Tyson|Mc Ghee Tyson|United States|United States
TYT|TYT|Treinta-y-Tres|Treinta-y-Tres|France|France
TYZ|TYZ|Taylor|Taylor|United States|United States
TZA|TZA|Municipal|Municipal|Belize|Belize
TZL|TZL|Tuzla International|Tuzla International|Bosnia And Herzegovina|Bosnia And Herzegovina
TZM|TZM|Tizimin|Tizimin|Mexico|Mexico
TZN|TZN|South Andros|South Andros|Bahamas|Bahamas
TZX|TZX|Trabzon|Trabzon|Turkey|Turkey
UAB|UAB|Adana-Incirlik Airbase|Adana-Incirlik Airbase|Turkey|Turkey
UAC|UAC|San Luis Rio Colorado|San Luis Rio Colorado|Mexico|Mexico
UAE|UAE|Mount Aue|Mount Aue|Papua New Guinea|Papua New Guinea
UAH|UAH|Ua Huka|Ua Huka|French Polynesia|French Polynesia
UAI|UAI|Suai|Suai|Indonesia|Indonesia
UAK|UAK|Narsarsuaq|Narsarsuaq|Greenland|Greenland
UAL|UAL|Luau|Luau|Angola|Angola
UAM|UAM|Andersen AFB|Andersen AFB|Guam (USA)|Guam (USA)
UAP|UAP|Ua Pou|Ua Pou|French Polynesia|French Polynesia
UAQ|UAQ|San Juan|San Juan|Argentina|Argentina
UAS|UAS|Samburu|Samburu|Kenya|Kenya
UAX|UAX|Uaxactun|Uaxactun|Guatemala|Guatemala
UBA|UBA|Uberaba|Uberaba|Brazil|Brazil
UBB|UBB|Mabuiag Island|Mabuiag Island|Australia|Australia
UBI|UBI|Buin|Buin|Papua New Guinea|Papua New Guinea
UBJ|UBJ|Ube|Ube|Japan|Japan
UBP|UBP|Muang Ubon|Muang Ubon|Thailand|Thailand
UBR|UBR|Ubrub|Ubrub|Indonesia|Indonesia
UBS|UBS|Lowndes County|Lowndes County|United States|United States
UBT|UBT|Ubatuba|Ubatuba|Brazil|Brazil
UBU|UBU|Kalumburu|Kalumburu|Australia|Australia
UCA|UCA|Oneida County|Oneida County|United States|United States
UCC|UCC|Yucca Flat|Yucca Flat|United States|United States
UCE|UCE|Eunice|Eunice|United States|United States
UCK|UCK|Lutsk|Lutsk|Ukraine|Ukraine
UCN|UCN|Buchanan|Buchanan|Liberia|Liberia
UCT|UCT|Ukhta|Ukhta|Russian Federation|Russian Federation
UCY|UCY|Everett-Stewart|Everett-Stewart|United States|United States
UDA|UDA|Undarra|Undarra|Australia|Australia
UDD|UDD|Bermuda Dunes|Bermuda Dunes|United States|United States
UDE|UDE|Volkel|Volkel|Netherlands|Netherlands
UDI|UDI|Eduardo Gomes|Eduardo Gomes|Brazil|Brazil
UDJ|UDJ|Uzhgorod|Uzhgorod|Ukraine|Ukraine
UDN|UDN|Airfield|Airfield|Italy|Italy
UDO|UDO|Udomxay|Udomxay|Laos|Laos
UDR|UDR|Dabok|Dabok|India|India
UEE|UEE|Queenstown|Queenstown|Australia|Australia
UEL|UEL|Quelimane|Quelimane|Mozambique|Mozambique
UEO|UEO|Kumejima|Kumejima|Japan|Japan
UER|UER|Puertollano|Puertollano|Spain|Spain
UES|UES|Waukesha|Waukesha|United States|United States
UET|UET|Quetta|Quetta|Pakistan|Pakistan
UFA|UFA|Ufa|Ufa|Russian Federation|Russian Federation
UGA|UGA|Bulgan|Bulgan|Mongolia|Mongolia
UGB|UGB|Ugashik Bay|Ugashik Bay|United States|United States
UGC|UGC|Urgench|Urgench|Uzbekistan|Uzbekistan
UGI|UGI|Uganik|Uganik|United States|United States
UGN|UGN|Memorial|Memorial|United States|United States
UGO|UGO|Uige|Uige|Angola|Angola
UGS|UGS|Ugashik|Ugashik|United States|United States
UGT|UGT|Umnugobitour|Umnugobitour|Mongolia|Mongolia
UGU|UGU|Zugapa|Zugapa|Turkey|Turkey
UHE|UHE|Kunovice|Kunovice|Czech Republic|Czech Republic
UHF|UHF|RAF Station|RAF Station|United Kingdom|United Kingdom
UIB|UIB|Quibdo|Quibdo|Colombia|Colombia
UIH|UIH|Qui Nhon|Qui Nhon|Vietnam|Vietnam
UII|UII|Utila|Utila|Honduras|Honduras
UIK|UIK|Ust-Ilimsk|Ust-Ilimsk|Russian Federation|Russian Federation
UIL|UIL|Quillayute State|Quillayute State|United States|United States
UIN|UIN|Municipal|Municipal|United States|United States
UIO|UIO|Mariscal Sucre|Mariscal Sucre|Ecuador|Ecuador
UIP|UIP|Pluguffan|Pluguffan|France|France
UIQ|UIQ|Quine Hill|Quine Hill|Vanuatu|Vanuatu
UIR|UIR|Quirindi|Quirindi|Australia|Australia
UIT|UIT|Jaluit Island|Jaluit Island|Marshall Islands|Marshall Islands
UIZ|UIZ|Berz-Macomb|Berz-Macomb|Tunisia|Tunisia
UJE|UJE|Ujae Island|Ujae Island|Marshall Islands|Marshall Islands
UKA|UKA|Ukunda|Ukunda|Kenya|Kenya
UKB|UKB|Kobe|Kobe|Japan|Japan
UKI|UKI|Ukiah|Ukiah|United States|United States
UKK|UKK|Ust-kamenogorsk|Ust-kamenogorsk|Kazakhstan|Kazakhstan
UKN|UKN|Municipal|Municipal|United States|United States
UKR|UKR|Mukeiras|Mukeiras|Yemen|Yemen
UKS|UKS|Belbek|Belbek|Ukraine|Ukraine
UKT|UKT|Upper Bucks|Upper Bucks|United States|United States
UKU|UKU|Nuku|Nuku|Papua New Guinea|Papua New Guinea
UKX|UKX|Ust-Kut|Ust-Kut|Russian Federation|Russian Federation
UKY|UKY|Kansai|Kansai|Japan|Japan
ULA|ULA|San Julian|San Julian|Argentina|Argentina
ULB|ULB|Ulei|Ulei|Vanuatu|Vanuatu
ULC|ULC|Los Cerrillos|Los Cerrillos|Chile|Chile
ULD|ULD|Ulundi|Ulundi|South Africa|South Africa
ULE|ULE|Sule|Sule|Papua New Guinea|Papua New Guinea
ULG|ULG|Ulgit|Ulgit|Mongolia|Mongolia
ULI|ULI|Ulithi|Ulithi|Federated States of Micronesia|Federated States of Micronesia
ULL|ULL|Mull|Mull|United Kingdom|United Kingdom
ULM|ULM|New Ulm|New Ulm|United States|United States
ULN|ULN|Chinggis Khaan International|Chinggis Khaan International|Mongolia|Mongolia
ULO|ULO|Ulaangom|Ulaangom|Mongolia|Mongolia
ULP|ULP|Quilpie|Quilpie|Australia|Australia
ULQ|ULQ|Farfan|Farfan|Colombia|Colombia
ULS|ULS|Mulatos|Mulatos|Colombia|Colombia
ULU|ULU|Gulu|Gulu|Uganda|Uganda
ULX|ULX|Ulusaba|Ulusaba|South Africa|South Africa
ULY|ULY|Vostochny|Vostochny|Russian Federation|Russian Federation
ULZ|ULZ|Uliastai|Uliastai|Mongolia|Mongolia
UMA|UMA|Punta De Maisi|Punta De Maisi|Cuba|Cuba
UMB|UMB|North Shore|North Shore|United States|United States
UMC|UMC|Umba|Umba|Papua New Guinea|Papua New Guinea
UMD|UMD|Uummannaq|Uummannaq|Greenland|Greenland
UME|UME|Umea|Umea|Sweden|Sweden
UMI|UMI|Quincemil|Quincemil|Peru|Peru
UMM|UMM|Summit|Summit|United States|United States
UMR|UMR|Woomera|Woomera|Australia|Australia
UMT|UMT|Umiat|Umiat|United States|United States
UMU|UMU|Ernesto Geisel|Ernesto Geisel|Brazil|Brazil
UMY|UMY|Sumy|Sumy|Ukraine|Ukraine
UNA|UNA|Una|Una|Brazil|Brazil
UNC|UNC|Unguia|Unguia|Colombia|Colombia
UND|UND|Kunduz|Kunduz|Afghanistan|Afghanistan
UNE|UNE|Qachas Nek|Qachas Nek|Lesotho|Lesotho
UNG|UNG|Kiunga|Kiunga|Papua New Guinea|Papua New Guinea
UNI|UNI|Union Island|Union Island|Saint Vincent and the Grenadines|Saint Vincent and the Grenadines
UNK|UNK|Unalakleet|Unalakleet|United States|United States
UNN|UNN|Ranong|Ranong|Thailand|Thailand
UNR|UNR|Underkhaan|Underkhaan|Mongolia|Mongolia
UNS|UNS|Umnak|Umnak|United States|United States
UNT|UNT|Baltasound|Baltasound|United Kingdom|United Kingdom
UNU|UNU|Dodge County|Dodge County|United States|United States
UOL|UOL|Buol|Buol|Indonesia|Indonesia
UON|UON|Muong Sai|Muong Sai|Laos|Laos
UOS|UOS|Franklin County|Franklin County|United States|United States
UOX|UOX|University-Oxford|University-Oxford|United States|United States
UPA|UPA|Punta Alegre|Punta Alegre|Cuba|Cuba
UPB|UPB|Playa Baracoa|Playa Baracoa|Cuba|Cuba
UPC|UPC|Puerto La Cruz|Puerto La Cruz|Spain|Spain
UPF|UPF|Pforheim|Pforheim|Germany|Germany
UPG|UPG|Hasanudin|Hasanudin|Indonesia|Indonesia
UPL|UPL|Upala|Upala|Costa Rica|Costa Rica
UPN|UPN|Uruapan|Uruapan|Mexico|Mexico
UPP|UPP|Upolu Point|Upolu Point|United States|United States
UPR|UPR|Upiara|Upiara|Papua New Guinea|Papua New Guinea
UPV|UPV|Upavon|Upavon|United Kingdom|United Kingdom
UQE|UQE|Queen|Queen|United States|United States
URA|URA|Uralsk|Uralsk|Kazakhstan|Kazakhstan
URB|URB|Ernesto Pochler|Ernesto Pochler|Brazil|Brazil
URC|URC|Urumqi|Urumqi|China|China
URD|URD|Burg Feuerstein|Burg Feuerstein|Germany|Germany
URE|URE|Kuressaare|Kuressaare|Estonia|Estonia
URG|URG|Ruben Berta|Ruben Berta|Brazil|Brazil
URI|URI|Uribe|Uribe|Colombia|Colombia
URJ|URJ|Uraj|Uraj|Russian Federation|Russian Federation
URM|URM|Uriman|Uriman|Venezuela|Venezuela
URN|URN|Urgoon|Urgoon|Afghanistan|Afghanistan
URO|URO|Boos|Boos|France|France
URR|URR|Urrao|Urrao|Colombia|Colombia
URS|URS|Kursk|Kursk|Russian Federation|Russian Federation
URT|URT|Surat Thani|Surat Thani|Thailand|Thailand
URU|URU|Uroubi|Uroubi|Papua New Guinea|Papua New Guinea
URY|URY|Gurayat|Gurayat|Saudi Arabia|Saudi Arabia
URZ|URZ|Uruzgan|Uruzgan|Afghanistan|Afghanistan
USH|USH|Islas Malvinas|Islas Malvinas|Argentina|Argentina
USI|USI|Mabaruma|Mabaruma|Guyana|Guyana
USK|USK|Usinsk|Usinsk|Russian Federation|Russian Federation
USL|USL|Useless Loop|Useless Loop|Australia|Australia
USM|USM|Koh Samui|Koh Samui|Thailand|Thailand
USN|USN|Ulsan|Ulsan|Korea (South)|Korea (South)
USO|USO|Usino|Usino|Papua New Guinea|Papua New Guinea
USQ|USQ|Usak|Usak|Turkey|Turkey
USS|USS|Sancti Spiritus|Sancti Spiritus|Cuba|Cuba
UST|UST|St Augustine|St Augustine|United States|United States
USU|USU|Puerto Princessa|Puerto Princessa|Philippines|Philippines
UTA|UTA|Mutare|Mutare|Zimbabwe|Zimbabwe
UTB|UTB|Muttaburra|Muttaburra|Australia|Australia
UTC|UTC|Soesterberg|Soesterberg|Netherlands|Netherlands
UTD|UTD|Nutwood Downs|Nutwood Downs|Australia|Australia
UTE|UTE|Butterworth|Butterworth|South Africa|South Africa
UTG|UTG|Quthing|Quthing|South Africa|South Africa
UTH|UTH|Udon Thani|Udon Thani|Thailand|Thailand
UTI|UTI|Utti|Utti|Finland|Finland
UTK|UTK|Utirik Island|Utirik Island|Marshall Islands|Marshall Islands
UTL|UTL|Torremolinos|Torremolinos|Spain|Spain
UTN|UTN|Upington|Upington|South Africa|South Africa
UTO|UTO|Indian Mountain AFS|Indian Mountain AFS|United States|United States
UTP|UTP|Utapao|Utapao|Thailand|Thailand
UTR|UTR|Uttaradit|Uttaradit|Thailand|Thailand
UTT|UTT|Umtata|Umtata|South Africa|South Africa
UTU|UTU|Ustupo|Ustupo|Panama|Panama
UTW|UTW|Queenstown|Queenstown|South Africa|South Africa
UUA|UUA|Bugulma|Bugulma|Russian Federation|Russian Federation
UUD|UUD|Mukhino|Mukhino|Russian Federation|Russian Federation
UUK|UUK|Kuparuk|Kuparuk|United States|United States
UUN|UUN|Baruun-Urt|Baruun-Urt|Mongolia|Mongolia
UUS|UUS|Yuzhno-Sakhalinsk|Yuzhno-Sakhalinsk|Russian Federation|Russian Federation
UUU|UUU|Manumu|Manumu|Papua New Guinea|Papua New Guinea
UVA|UVA|Garner Fld|Garner Fld|United States|United States
UVE|UVE|Ouvea|Ouvea|New Caledonia|New Caledonia
UVF|UVF|Hewanorra|Hewanorra|Saint Lucia|Saint Lucia
UVL|UVL|Kharga|Kharga|Egypt|Egypt
UVO|UVO|Uvol|Uvol|Papua New Guinea|Papua New Guinea
UWA|UWA|Ware|Ware|United States|United States
UYL|UYL|Nyala|Nyala|Sudan|Sudan
UYN|UYN|Yulin|Yulin|China|China
UZC|UZC|Ponikve|Ponikve|Serbia|Serbia
UZH|UZH|Unayzah|Unayzah|Saudi Arabia|Saudi Arabia
UZU|UZU|Curuzu Cuatia|Curuzu Cuatia|Argentina|Argentina
VAA|VAA|Vaasa|Vaasa|Finland|Finland
VAB|VAB|Yavarate|Yavarate|Colombia|Colombia
VAC|VAC|Varrelbusch|Varrelbusch|Germany|Germany
VAD|VAD|Moody AFB|Moody AFB|United States|United States
VAF|VAF|Chabeuil|Chabeuil|France|France
VAG|VAG|Maj. Brig. Trompowsky|Maj. Brig. Trompowsky|Brazil|Brazil
VAH|VAH|Vallegrande|Vallegrande|Italy|Italy
VAI|VAI|Vanimo|Vanimo|Papua New Guinea|Papua New Guinea
VAK|VAK|Chevak|Chevak|United States|United States
VAL|VAL|Valenca|Valenca|Brazil|Brazil
VAN|VAN|Ferit Melen Airport|Ferit Melen Airport|Turkey|Turkey
VAO|VAO|Suavanao Airstrip|Suavanao Airstrip|Solomon Islands|Solomon Islands
VAP|VAP|Valparaiso|Valparaiso|Chile|Chile
VAR|VAR|Varna|Varna|Bulgaria|Bulgaria
VAS|VAS|Sivas|Sivas|Turkey|Turkey
VAT|VAT|Vatomandry|Vatomandry|Madagascar|Madagascar
VAU|VAU|Vatukoula|Vatukoula|Fiji|Fiji
VAW|VAW|Vardoe|Vardoe|Norway|Norway
VBG|VBG|Vandenberg AFB|Vandenberg AFB|United States|United States
VBS|VBS|Brescia Montichiari|Brescia Montichiari|Italy|Italy
VBV|VBV|Vanuabalavu|Vanuabalavu|Fiji|Fiji
VBY|VBY|Visby|Visby|Sweden|Sweden
VCA|VCA|Can Tho|Can Tho|Vietnam|Vietnam
VCB|VCB|View Cove|View Cove|United States|United States
VCC|VCC|Limbe|Limbe|Cameroon|Cameroon
VCD|VCD|Victoria River Downs|Victoria River Downs|Australia|Australia
VCE|VCE|Marco Polo|Marco Polo|Italy|Italy
VCF|VCF|Valcheta|Valcheta|Argentina|Argentina
VCH|VCH|Vichadero|Vichadero|Uruguay|Uruguay
VCL|VCL|Chulai|Chulai|Vietnam|Vietnam
VCP|VCP|Viracopos (Campinas International)|Viracopos (Campinas International)|Brazil|Brazil
VCR|VCR|Carora|Carora|Venezuela|Venezuela
VCS|VCS|Coong|Coong|Vietnam|Vietnam
VCT|VCT|County-Foster|County-Foster|United States|United States
VCV|VCV|Southern California Logistics|Southern California Logistics|United States|United States
VDA|VDA|Ovda|Ovda|Israel|Israel
VDB|VDB|Valdres|Valdres|Norway|Norway
VDC|VDC|Vitoria Da Conquista|Vitoria Da Conquista|Brazil|Brazil
VDD|VDD|Vienna Danubepier Hov|Vienna Danubepier Hov|Austria|Austria
VDE|VDE|Hierro|Hierro|Spain|Spain
VDI|VDI|Municipal|Municipal|United States|United States
VDM|VDM|Viedma|Viedma|Argentina|Argentina
VDP|VDP|Valle De Pascua|Valle De Pascua|Venezuela|Venezuela
VDR|VDR|Villa Dolores|Villa Dolores|Argentina|Argentina
VDS|VDS|Vadso|Vadso|Norway|Norway
VDZ|VDZ|Municipal|Municipal|United States|United States
VEE|VEE|Venetie|Venetie|United States|United States
VEG|VEG|Maikwak|Maikwak|Guyana|Guyana
VEJ|VEJ|Vejle|Vejle|Denmark|Denmark
VEL|VEL|Vernal|Vernal|United States|United States
VER|VER|Las Bajadas|Las Bajadas|Mexico|Mexico
VEV|VEV|Barakoma|Barakoma|Solomon Islands|Solomon Islands
VEX|VEX|Municipal|Municipal|United States|United States
VEY|VEY|Vestmannaeyjar|Vestmannaeyjar|Iceland|Iceland
VFA|VFA|Victoria Falls|Victoria Falls|Zimbabwe|Zimbabwe
VGA|VGA|Vijayawada|Vijayawada|India|India
VGD|VGD|Vologda|Vologda|Russian Federation|Russian Federation
VGG|VGG|Vangrieng|Vangrieng|Norway|Norway
VGO|VGO|Vigo|Vigo|Spain|Spain
VGS|VGS|General Villegas|General Villegas|Argentina|Argentina
VGT|VGT|North Air Terminal|North Air Terminal|United States|United States
VGZ|VGZ|Villagarzon|Villagarzon|Colombia|Colombia
VHC|VHC|Saurimo|Saurimo|Angola|Angola
VHM|VHM|Vilhelmina|Vilhelmina|Sweden|Sweden
VHN|VHN|Culberson County|Culberson County|United States|United States
VHY|VHY|Charmeil|Charmeil|France|France
VHZ|VHZ|Vahitahi|Vahitahi|French Polynesia|French Polynesia
VIA|VIA|Vienna|Vienna|Brazil|Brazil
VIB|VIB|Villa Constitucion|Villa Constitucion|Mexico|Mexico
VIC|VIC|Vicenza|Vicenza|Italy|Italy
VID|VID|Vidin|Vidin|Bulgaria|Bulgaria
VIE|VIE|Schwechat International|Schwechat International|Austria|Austria
VIF|VIF|Vieste|Vieste|Italy|Italy
VIG|VIG|El Vigia|El Vigia|Venezuela|Venezuela
VIH|VIH|Rolla National|Rolla National|United States|United States
VII|VII|Vinh City|Vinh City|Vietnam|Vietnam
VIJ|VIJ|Virgin Gorda|Virgin Gorda|British Virgin Islands|British Virgin Islands
VIK|VIK|Airstrip|Airstrip|United States|United States
VIL|VIL|Dakhla|Dakhla|Western Sahara|Western Sahara
VIN|VIN|Vinnica|Vinnica|Ukraine|Ukraine
VIQ|VIQ|Viqueque|Viqueque|Indonesia|Indonesia
VIR|VIR|Virginia|Virginia|South Africa|South Africa
VIS|VIS|Visalia|Visalia|United States|United States
VIT|VIT|Vitoria.|Vitoria.|Spain|Spain
VIU|VIU|Viru Harbour Airstrip|Viru Harbour Airstrip|Solomon Islands|Solomon Islands
VIV|VIV|Vivigani|Vivigani|Papua New Guinea|Papua New Guinea
VIX|VIX|Eurico Sales|Eurico Sales|Brazil|Brazil
VIY|VIY|Villa Coublay|Villa Coublay|France|France
VJB|VJB|Xai Xai|Xai Xai|Mozambique|Mozambique
VJI|VJI|Virginia Highlands|Virginia Highlands|Ecuador|Ecuador
VJQ|VJQ|Gurue|Gurue|Mozambique|Mozambique
VKG|VKG|Rach Gia|Rach Gia|Vietnam|Vietnam
VKO|VKO|Vnukovo|Vnukovo|Russian Federation|Russian Federation
VKS|VKS|Vicksburg|Vicksburg|United States|United States
VKT|VKT|Vorkuta|Vorkuta|Russian Federation|Russian Federation
VKW|VKW|West Kavik|West Kavik|United States|United States
VLA|VLA|Vandalia|Vandalia|United States|United States
VLC|VLC|Manises|Manises|Spain|Spain
VLD|VLD|Regional|Regional|United States|United States
VLE|VLE|J t Robidoux|J t Robidoux|United States|United States
VLG|VLG|Villa Gesell|Villa Gesell|Argentina|Argentina
VLI|VLI|Bauerfield|Bauerfield|Vanuatu|Vanuatu
VLK|VLK|Volgodonsk|Volgodonsk|Russian Federation|Russian Federation
VLL|VLL|Valladolid|Valladolid|Spain|Spain
VLM|VLM|Villamontes|Villamontes|Bolivia|Bolivia
VLN|VLN|Valencia|Valencia|Venezuela|Venezuela
VLO|VLO|Stolport|Stolport|United States|United States
VLP|VLP|Municipal|Municipal|Brazil|Brazil
VLR|VLR|Vallenar|Vallenar|Chile|Chile
VLS|VLS|Valesdir|Valesdir|Vanuatu|Vanuatu
VLU|VLU|Velikiye Luki|Velikiye Luki|Russian Federation|Russian Federation
VLV|VLV|Carvajal|Carvajal|Venezuela|Venezuela
VME|VME|Villa Mercedes|Villa Mercedes|Argentina|Argentina
VMI|VMI|INC|INC|Paraguay|Paraguay
VMU|VMU|Baimuru|Baimuru|Papua New Guinea|Papua New Guinea
VNA|VNA|Saravane|Saravane|Laos|Laos
VNC|VNC|Venice Municipal|Venice Municipal|United States|United States
VND|VND|Vangaindrano|Vangaindrano|Madagascar|Madagascar
VNE|VNE|Meucon|Meucon|France|France
VNG|VNG|Viengxay|Viengxay|Laos|Laos
VNO|VNO|Vilnius|Vilnius|Lithuania|Lithuania
VNR|VNR|Vanrook|Vanrook|Australia|Australia
VNS|VNS|Varanasi|Varanasi|India|India
VNT|VNT|Ventspils|Ventspils|Latvia|Latvia
VNX|VNX|Vilanculos|Vilanculos|Mozambique|Mozambique
VNY|VNY|Van Nuys|Van Nuys|United States|United States
VOG|VOG|Volgograd|Volgograd|Russian Federation|Russian Federation
VOH|VOH|Vohemar|Vohemar|Madagascar|Madagascar
VOI|VOI|Voinjama|Voinjama|Liberia|Liberia
VOK|VOK|Volk Field|Volk Field|United States|United States
VOL|VOL|Nea Anchialos|Nea Anchialos|Greece|Greece
VOT|VOT|Votuporanga|Votuporanga|Brazil|Brazil
VOZ|VOZ|Chertovitskoye|Chertovitskoye|Russian Federation|Russian Federation
VPE|VPE|Ongiva|Ongiva|Angola|Angola
VPN|VPN|Vopnafjordur|Vopnafjordur|Iceland|Iceland
VPS|VPS|Eglin AFB|Eglin AFB|United States|United States
VPY|VPY|Chimoio|Chimoio|Sudan|Sudan
VPZ|VPZ|Porter County|Porter County|United States|United States
VQQ|VQQ|Cecil Field|Cecil Field|United States|United States
VQS|VQS|Vieques|Vieques|Puerto Rico|Puerto Rico
VRA|VRA|Juan Gualberto Gomez|Juan Gualberto Gomez|Cuba|Cuba
VRB|VRB|Municipal|Municipal|United States|United States
VRC|VRC|Virac|Virac|Philippines|Philippines
VRE|VRE|Vredendal|Vredendal|South Africa|South Africa
VRK|VRK|Varkaus|Varkaus|Finland|Finland
VRL|VRL|Vila Real|Vila Real|Portugal|Portugal
VRN|VRN|Valerio Catullo|Valerio Catullo|Italy|Italy
VRO|VRO|Kawama|Kawama|Cuba|Cuba
VRS|VRS|Versailles|Versailles|United States|United States
VRU|VRU|Vryburg|Vryburg|South Africa|South Africa
VRY|VRY|Stolport|Stolport|Norway|Norway
VSA|VSA|Capitan Carlos Rovirosa|Capitan Carlos Rovirosa|Mexico|Mexico
VSE|VSE|Viseu|Viseu|Portugal|Portugal
VSF|VSF|State|State|United States|United States
VSG|VSG|Lugansk|Lugansk|Ukraine|Ukraine
VSO|VSO|Phuoclong|Phuoclong|Vietnam|Vietnam
VST|VST|Vasteras/Hasslo|Vasteras/Hasslo|Sweden|Sweden
VTA|VTA|Victoria|Victoria|Honduras|Honduras
VTB|VTB|Vostochny|Vostochny|Belarus|Belarus
VTE|VTE|Wattay|Wattay|Laos|Laos
VTF|VTF|Vatulele|Vatulele|Fiji|Fiji
VTG|VTG|Vung Tau|Vung Tau|Vietnam|Vietnam
VTL|VTL|Vittel|Vittel|France|France
VTN|VTN|Miller Field|Miller Field|United States|United States
VTU|VTU|Las Tunas|Las Tunas|Cuba|Cuba
VTZ|VTZ|Vishakhapatnam|Vishakhapatnam|India|India
VUP|VUP|Valledupar|Valledupar|Colombia|Colombia
VUS|VUS|Velikij Ustyug|Velikij Ustyug|Russian Federation|Russian Federation
VUU|VUU|Mvuu Camp|Mvuu Camp|Malawi|Malawi
VVB|VVB|Mahanoro|Mahanoro|Madagascar|Madagascar
VVC|VVC|La Vanguardia|La Vanguardia|Colombia|Colombia
VVI|VVI|Viru Viru Intl|Viru Viru Intl|Bolivia|Bolivia
VVK|VVK|Vastervik|Vastervik|Sweden|Sweden
VVO|VVO|Vladivostok|Vladivostok|Russian Federation|Russian Federation
VVZ|VVZ|Illizi|Illizi|Algeria|Algeria
VXC|VXC|Lichinga|Lichinga|Mozambique|Mozambique
VXE|VXE|San Pedro|San Pedro|Cape Verde|Cape Verde
VXO|VXO|Vaxjo|Vaxjo|Sweden|Sweden
VYD|VYD|Vryheid|Vryheid|South Africa|South Africa
VYS|VYS|Illinois Valley Regnl|Illinois Valley Regnl|United States|United States
WAA|WAA|Wales|Wales|United States|United States
WAB|WAB|Wabag|Wabag|Papua New Guinea|Papua New Guinea
WAC|WAC|Waca|Waca|Ethiopia|Ethiopia
WAD|WAD|Andriamena|Andriamena|Madagascar|Madagascar
WAE|WAE|Wadi Ad Dawasir|Wadi Ad Dawasir|Saudi Arabia|Saudi Arabia
WAF|WAF|Wana|Wana|Pakistan|Pakistan
WAG|WAG|Wanganui|Wanganui|New Zealand|New Zealand
WAH|WAH|Wahpeton|Wahpeton|United States|United States
WAI|WAI|Antsohihy|Antsohihy|Madagascar|Madagascar
WAJ|WAJ|Wawoi Falls|Wawoi Falls|Papua New Guinea|Papua New Guinea
WAK|WAK|Ankazoabo|Ankazoabo|Madagascar|Madagascar
WAL|WAL|Wallops Flight Center|Wallops Flight Center|United States|United States
WAM|WAM|Ambatondrazaka|Ambatondrazaka|Madagascar|Madagascar
WAN|WAN|Waverney|Waverney|Australia|Australia
WAO|WAO|Wabo|Wabo|Papua New Guinea|Papua New Guinea
WAP|WAP|Alto Palena|Alto Palena|Chile|Chile
WAQ|WAQ|Antsalova|Antsalova|Madagascar|Madagascar
WAR|WAR|Waris|Waris|Indonesia|Indonesia
WAT|WAT|Waterford|Waterford|Ireland|Ireland
WAU|WAU|Wauchope|Wauchope|Australia|Australia
